# The format is:
# Module, strip number, A, B, C, Run Number
# where the fit is y = A*exp(B*x) + C
# All u strips (1-68), then all v strips (69-130), then all w strips (131-192).
1      1    140.96     0.00000      0.000    4103
1     62    231.57    -0.00798     88.396    4103
1     61    164.51    -0.00399     36.276    4103
1     60    202.26    -0.00351     37.889    4103
1     59    177.29    -0.00392     37.949    4103
1     58    181.81    -0.00348     32.792    4103
1     57    173.14    -0.00401     43.295    4103
1     56    248.19    -0.00213      0.000    4103
1     55    166.21    -0.00423     39.776    4103
1     54    172.02    -0.00360     31.145    4103
1     53    183.29    -0.00325     22.390    4103
1     52    109.20    -0.00276     10.336    4103
1     51    161.26    -0.00398     32.521    4103
1     50    167.41    -0.00399     33.814    4103
1     49    169.27    -0.00405     34.365    4103
1     48    155.79    -0.00482     44.305    4103
1     47    164.87    -0.00343     28.254    4103
1     46    167.84    -0.00302     27.359    4103
1     45    156.00    -0.00385     40.961    4103
1     44    163.57    -0.00312     24.874    4103
1     43    157.70    -0.00373     35.791    4103
1     42    160.35    -0.00388     36.926    4103
1     41    161.75    -0.00414     34.649    4103
1     40    158.81    -0.00367     31.003    4103
1     39    154.39    -0.00407     34.692    4103
1     38    135.38    -0.00409     59.203    4103
1     37    136.86    -0.00442     61.038    4103
1     36    148.01    -0.00369     36.615    4103
1     35    137.21    -0.00373     42.678    4103
1     34    137.14    -0.00456     56.741    4103
1     33    151.12    -0.00351     28.757    4103
1     32    119.54    -0.00363     46.832    4103
1     31    187.18    -0.00269      0.000    4103
1     30    173.16    -0.00231      0.000    4103
1     29    189.64    -0.00276      0.000    4103
1     28    191.33    -0.00235      0.000    4103
1     27    183.87    -0.00263      0.000    4103
1     26    190.55    -0.00315     16.671    4103
1     25    207.87    -0.00316      0.000    4103
1     24    199.77    -0.00292      0.000    4103
1     23    210.34    -0.00307      0.000    4103
1     22    222.86    -0.00295      0.000    4103
1     21    208.19    -0.00334      0.000    4103
1     20    207.39    -0.00343      0.000    4103
1     19    207.82    -0.00333      0.000    4103
1     18    203.72    -0.00308      0.000    4103
1     17    193.92    -0.00314      0.000    4103
1     16    134.17    -0.00637     74.262    4103
1     15    131.99    -0.00671     79.691    4103
1     14    208.43    -0.00336      0.000    4103
1     13    127.62    -0.00769     87.296    4103
1     12    126.83    -0.00913     92.700    4103
1     11    114.11    -0.01466    117.188    4103
1     10    214.04    -0.00366      0.000    4103
1      9    130.86    -0.05172    148.866    4103
1      8     74.67    -0.01674    138.981    4103
1      7    209.58    -0.00398      0.001    4103
1      6    652.67    -0.09000    165.814    4103
1      5    229.60    -0.00800      0.001    4103
1      4    244.85    -0.01349      0.000    4103
1      3    262.27    -0.01824      0.000    4103
1      2    156.10     0.00000      0.000    4103
1      1     85.04     0.00000      0.000    4103
